workunit,swathpolygon_link
NC_HurFlo_NOAA_15_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurFlo_NOAA_15_2020/spatial_metadata/USGS/USGS_NC_HurFloa_NOAA_15_2020_SWATH_POLY.shp
FL_Peninsular_FDEM_Madison_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Madison_2018/spatial_metadata/USGS/USGS_FL_Peninsular_FDEM_Madison_2018_Swath_Polygon/USGS_FL_Peninsular_FDEM_Madison_2018_Swath_Poly.shp
NC_HurFlo_NOAA_14_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurFlo_NOAA_14_2020/spatial_metadata/USGS/USGS_NC_HurFlo_NOAA_14_2020_Swath_Poly.shp
OH_Statewide_Phase1_7_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase1_2019_B19/OH_Statewide_Phase1_7_2019/spatial_metadata/USGS/USGS_OH_Statewide_Phase1_7_2019_Swath_Poly/USGS_OH_Statewide_Phase1_7_2019_Swath_Poly.shp
NC_HurFlo_NOAA_12_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurFlo_NOAA_12_2020/spatial_metadata/USGS/USGS_NC_HurFlo_NOAA_12_2020_SwathPolygon.shp
FL_Peninsular_FDEM_Lafayette_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Lafayette_2018/spatial_metadata/USGS/USGS_FL_Peninsular_FDEM_Lafayette_2018_Swath_Poly.shp
LA_Catahoula_Concordia_1_2017,s3://prd-tnm/StagedProducts/Elevation/metadata/LA_Catahoula_Concordia_2017_D17/LA_Catahoula_Concordia_1_2017/spatial_metadata/USGS/USGS_LA_Catahoula_Concordia_1_2017_Swath_Poly.shp
FL_Peninsular_FDEM_Suwannee_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Suwannee_2018/spatial_metadata/USGS/USGS_FL_Peninsular_FDEM_Suwannee_2018_swath_poly.shp
MO_WestCentral_1_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/MO_WestCentral_2018_D19/MO_WestCentral_1_2018/spatial_metadata/USGS/USGS_MO_WestCentral_1_2018_SWATH_POLYGON.shp
AL_NorthAL_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/AL_NorthAL_2019_B19/AL_NorthAL_2019/spatial_metadata/USGS/USGS_AL_NorthAL_2019_Swath_Poly/USGS_AL_NorthAL_2019_Swath_Poly.shp
KY_FluorsparDistrict_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/KY_FluorsparDistrict_2019_D19/KY_FluorsparDistrict_2019/spatial_metadata/USGS/USGS_KY_FluorsparDistrict_2019_SwathPoly.shp
KS_Statewide_B4_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/KS_Statewide_2018_A18/KS_Statewide_B4_2018/spatial_metadata/USGS/USGS_KS_Statewide_B4_2018_Swath_Poly/KS_Statewide_B4_2018_Swath_Poly.shp
MO_WestCentral_4_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/MO_WestCentral_2018_D19/MO_WestCentral_4_2018/spatial_metadata/USGS/USGS_MO_WestCentral_4_2018_Swath_Poly/USGS_MO_WestCentral_4_2018_Swath_Poly.shp
IA_Eastern_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/IA_EasternIA_2019_B19/IA_Eastern_2_2019/spatial_metadata/USGS/USGS_IA_Eastern_2_2019_SWATH_POLY.shp
NC_HurFlo_NOAA_13_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurFlo_NOAA_13_2020/spatial_metadata/USGS/USGS_NC_HurFlo_NOAA_13_2020_Swath_Poly.shp
IA_Eastern_3_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/IA_EasternIA_2019_B19/IA_Eastern_3_2019/spatial_metadata/USGS/USGS_IA_Eastern_3_2019_Swath_Poly/USGS_IA_Eastern_3_2019_Swath_Poly.shp
VA_SouthamptonHenricoWMBG_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/VA_SouthamptonHenricoWMBG_2019_B19/VA_SouthamptonHenricoWMBG_2_2019/spatial_metadata/USGS/USGS_VA_SouthamptonHenricoWMBG_2_2019_Swath_Poly/USGS_VA_SouthamptonHenricoWMBG_2_2019_Swath_Poly.shp
NC_HurricaneFlorence_10_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_10_2020/spatial_metadata/USGS/USGS_NC_HurricaneFlorence_10_2020_Swath_Poly.shp
VA_SouthamptonHenricoWMBG_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/VA_SouthamptonHenricoWMBG_2019_B19/VA_SouthamptonHenricoWMBG_1_2019/spatial_metadata/USGS/USGS_VA_SouthamptonHenricoWMBG_1_2019_Swath_Poly/USGS_VA_SouthamptonHenricoWMBG_1_2019_Swath_Poly.shp
NC_HurricaneFlorence_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_3_2020/spatial_metadata/USGS/USGS_NC_HurricaneFlorence_3_2020_SWATH_POLY.shp
NC_HurricaneFlorence_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_2_2020/spatial_metadata/USGS/USGS_NC_HurricaneFlorence_2_2020_Swath_Poly/USGS_NC_HurricaneFlorence_2_2020_Swath_Poly.shp
IA_Eastern_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/IA_EasternIA_2019_B19/IA_Eastern_1_2019/spatial_metadata/USGS/USGS_IA_Eastern_1_2019_SWATH_POLY.shp
NC_HurricaneFlorence_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_1_2020/spatial_metadata/USGS/USGS_NC_HurricaneFlorence_1_2020_Swath_Poly.shp
TN_WestTN_B2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/TN_WestTN_2019_B19/TN_WestTN_B2_2019/spatial_metadata/USGS/USGS_TN_WestTN_B2_2019_Swath_Poly/USGS_TN_WestTN_B2_2019_Swath_Poly.shp
MS_NRCS_East_2_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/MS_NRCS_East_2018_B19/MS_NRCS_East_2_2018/spatial_metadata/USGS/USGS_MS_NRCS_East_2_2018_Swath_Poly.shp
NC_HurricaneFlorence_5_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_5_2020/spatial_metadata/USGS/USGS_NC_HurricaneFlorence_5_Swath_Poly/USGS_NC_HurricaneFlorence_5_2020_Swath_Poly.shp
NC_HurricaneFlorence_7_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_7_2020/spatial_metadata/USGS/USGS_NC_HurricaneFlorence_7_2020_SwathPoly.shp
CA_FEMAR9Fresno_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_FEMAR9Fresno_2019_D20/CA_FEMAR9Fresno_2_2019/spatial_metadata/USGS/USGS_CA_FEMAR9Fresno_2_2019_SWATH_POLY.shp
CA_FEMAR9Estrella_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_FEMAR9Estrella_2019_D20/CA_FEMAR9Estrella_2019/spatial_metadata/USGS/USGS_CA_FEMAR9Estrella_2019_Swath_Poly.shp
NC_HurricaneFlorence_11_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_11_2020/spatial_metadata/USGS/USGS_NC_HurricaneFlorence_11_2020_Swath_Poly.shp
FL_HurricaneMichael_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_3_2020/spatial_metadata/USGS/USGS_FL_HurricaneMichael_3_2020_Swath_Poly.shp
NC_HurricaneFlorence_6_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_6_2020/spatial_metadata/USGS/USGS_NC_HurricaneFlorence_6_2020_Swath_Poly/USGS_NC_HurricaneFlorence_6_2020_Swath_Poly.shp
NC_HurricaneFlorence_8_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_8_2020/spatial_metadata/USGS/USGS_NC_HurricaneFlorence_8_2020_Swath_Poly/USGS_NC_HurricaneFlorence_8_2020_Swath_Poly.shp
FL_HurricaneMichael_4_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_4_2020/spatial_metadata/USGS/USGS_FL_HurricaneMichael_4_2020_Swath_Poly/USGS_FL_HurrucaneMichael_4_2020_Swath_poly.shp
GA_Central_5_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/GA_Central_2019_B19/GA_Central_5_2019/spatial_metadata/USGS/USGS_GA_Central_5_2018_Swath_Poly.shp
FL_HurricaneMichael_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_2_2020/spatial_metadata/USGS/USGS_FL_HurricaneMichael_2_2020_Swath_Poly.shp
FL_Peninsular_FDEM_Hamilton_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Hamilton_2018/spatial_metadata/USGS/USGS_FL_Peninsular_FDEM_Hamilton_2018_Swath_Poly.shp
CA_FEMAR9Fresno_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_FEMAR9Fresno_2019_D20/CA_FEMAR9Fresno_1_2019/spatial_metadata/USGS/USGS_CA_FEMAR9Fresno_1_2019_Swath_Poly.shp
VA_UpperMiddleNeck_Mod_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/VA_UpperMiddleNeck_2018_D18/VA_UpperMiddleNeck_Mod_2018/spatial_metadata/USGS/USGS_VA_UpperMiddleNeck_Mod_2018_SwathPoly.shp
FL_HurricaneMichael_7_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_7_2020/spatial_metadata/USGS/USGS_FL_HurricaneMichael_7_2020_Swath_Poly.shp
GA_Central_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/GA_Central_2019_B19/GA_Central_1_2019/spatial_metadata/USGS/USGS_GA_Central_1_2018_SwathPoly/USGS_GA_Central_1_2018_SwathPoly.shp
SC_SavannahPeeDee_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_1_2019/spatial_metadata/USGS/USGS_SC_SavannahPeeDee_1_2019_Swath_Poly.shp
SC_SavannahPeeDee_3_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_3_2019/spatial_metadata/USGS/USGS_SC_SavannahPeeDee_3_2019_SWATH_POLY.shp
CA_FEMAR9PanocheSanLuis_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_FEMAR9PanocheSanLuis_2019_D20/CA_FEMAR9PanocheSanLuis_2019/spatial_metadata/USGS/USGS_CA_FEMAR9PanocheSanLuis_2019_SwathPoly/USGS_CA_FEMAR9PanocheSanLuis_2019_SwathPoly.shp
SC_SavannahPeeDee_6_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_6_2019/spatial_metadata/USGS/USGS_SC_SavannahPeeDee_6_2019_SWATH_POLY.shp
SC_SavannahPeeDee_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_2_2019/spatial_metadata/USGS/USGS_SC_SavannahPeeDee_2_2019_Swath_Polygon/USGS_SC_SavannahPeeDee_2_2019_Swath_Poly.shp
PA_WesternPA_4_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/PA_WesternPA_2019_D20/PA_WesternPA_4_2019/spatial_metadata/USGS/USGS_PA_WesternPA_4_2019_Swath_Poly/USGS_PA_WesternPA_4_2019_Swath_Poly.shp
GA_Central_6_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/GA_Central_2019_B19/GA_Central_6_2019/spatial_metadata/USGS/USGS_GA_Central_6_2018_Swath_Poly.shp
FL_Peninsular_FDEM_KeyBiscayne_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_KeyBiscayne_2020/spatial_metadata/USGS/USGS_FL_Peninsular_FDEM_KeyBiscayne_2020_Swath_Poly.shp
SC_SavannahPeeDee_5_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_5_2019/spatial_metadata/USGS/USGS_SC_SavannahPeeDee_5_2019_Swath_Poly/USGS_SC_SavannahPeeDee_5_2019_SwathPoly.shp
NC_HurricaneFlorence_9_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_9_2020/spatial_metadata/USGS/USGS_NC_HurricaneFlorence_9_2020_Swath_Poly/USGS_NC_HurricaneFlorence_9_2020_Swath_Poly.shp
NM_WhiteSandsNM_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NM_WhiteSandsNM_2020_D20/NM_WhiteSandsNM_2020/spatial_metadata/USGS/USGS_NM_WhiteSandsNM_2020_Swath_Poly.shp
SC_SavannahPeeDee_4_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_4_2019/spatial_metadata/USGS/USGS_SC_SavannahPeeDee_4_2019_Swath_Poly/USGS_SC_SavannahPeeDee_4_2019_Swath_Poly.shp
SC_SavannahPeeDee_8_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_8_2019/spatial_metadata/USGS/USGS_SC_SavannahPeeDee_8_2019_SwathPoly/USGS_SC_SavannahPeeDee_8_2019_SwathPoly.shp
GA_Central_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/GA_Central_2019_B19/GA_Central_2_2019/spatial_metadata/USGS/USGS_GA_Central_2_2018_SWATH_POLY.shp
SC_SavannahPeeDee_6_ReFlight_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_6_ReFlight_2019/spatial_metadata/USGS/USGS_SC_SavannahPeeDee_6_ReFlight_2019_SWATH_POLY.shp
NC_HurricaneFlorence_4_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_4_2020/spatial_metadata/USGS/USGS_NC_HurricaneFlorence_4_2020_Swath_Poly.shp
MS_NRCS_East_1_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/MS_NRCS_East_2018_B19/MS_NRCS_East_1_2018/spatial_metadata/USGS/USGS_MS_NRCS_East_1_2018_Swath_Poly/USGS_MS_NRCS_East_1_2018_Swath_Poly.shp
MS_NRCS_East_3_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/MS_NRCS_East_2018_B19/MS_NRCS_East_3_2018/spatial_metadata/USGS/USGS_MS_NRCS_East_3_2018_Swath_Poly/USGS_MS_NRCS_East_3_2019_Swath_Poly.shp
MS_NRCS_East_4_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/MS_NRCS_East_2018_B19/MS_NRCS_East_4_2018/spatial_metadata/USGS/USGS_MS_NRCS_East_4_2018_SWATH_POLY.shp
FL_HurricaneMichael_5_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_5_2020/spatial_metadata/USGS/USGS_FL_HurricaneMichael_5_2020_Swath_Poly.shp
GA_Central_4_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/GA_Central_2019_B19/GA_Central_4_2019/spatial_metadata/USGS/USGS_GA_Central_4_2018_SWATH_POLY.shp
NE_SouthernNE_B5_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/NE_SouthernNE_2018_D19/NE_SouthernNE_B5_2018/spatial_metadata/USGS/NE_SoutherNE_B5_2018_SWATH_POLY.shp
NE_SouthernNE_B4B_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/NE_SouthernNE_2018_D19/NE_SouthernNE_B4B_2018/spatial_metadata/USGS/NE_SouthernNE_B4B_2018_SWATH_POLY.shp
OH_Statewide_Phase1_6_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase1_2019_B19/OH_Statewide_Phase1_6_2019/spatial_metadata/USGS/USGS_Swath_Poly/USGS_OH_Statewide_Phase1_6_2019_Swath_Poly.shp
OH_Statewide_Phase1_4_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase1_2019_B19/OH_Statewide_Phase1_4_2019/spatial_metadata/USGS/USGS_OH_Statewide_Phase1_4_2019_SwathPoly.shp
IL_HicksDome_FluorsparDist_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/IL_HicksDome_FluorsparDistrict_2019_D19/IL_HicksDome_FluorsparDist_2_2019/spatial_metadata/USGS/USGS_IL_HicksDome_FluorsparDist_2_2019_Swath_Poly.shp
IL_HicksDome_FluorsparDistrict_B1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/IL_HicksDome_FluorsparDistrict_2019_D19/IL_HicksDome_FluorsparDistrict_B1_2019/spatial_metadata/USGS/USGS_IL_HicksDome_FluorsparDistrict_B1_2019_Swath_Poly.shp
IL_HicksDome_FluorsparDist_3_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/IL_HicksDome_FluorsparDistrict_2019_D19/IL_HicksDome_FluorsparDist_3_2019/spatial_metadata/USGS/USGS_IL_HicksDome_FluorsparDist_3_2019_SWATH_POLY.shp
CA_SantaCruzCounty_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SantaCruzCounty_2020_A20/CA_SantaCruzCounty_2020/spatial_metadata/USGS/USGS_CA_SantaCruzCounty_2020_Swath_Poly/USGS_CA_SantaCruzCounty_2020_Swath_Poly.shp
NE_Northeast_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NE_Northeast_2020_D20/NE_Northeast_2_2020/spatial_metadata/USGS/USGS_NE_Northeast_2_2020_Swath_Poly.shp
IA_SouthCentral_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/IA_SouthCentral_2020_D20/IA_SouthCentral_3_2020/spatial_metadata/USGS/USGS_IA_SouthCentral_3_2020_SWATH_POLY.shp
IL_8County_B2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/IL_8County_2020_A20/IL_8County_B2_2020/spatial_metadata/USGS/USGS_IL_8County_B2_2020_Swath_Poly/USGS_IL_8County_B2_2020_Swath_Poly.shp
IA_SouthCentral_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/IA_SouthCentral_2020_D20/IA_SouthCentral_2_2020/spatial_metadata/USGS/USGS_IA_SouthCentral_2_2020_Swath_Poly.shp
CA_SantaClaraCounty_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SantaClaraCounty_2020_A20/CA_SantaClaraCounty_2020/spatial_metadata/USGS/USGS_CA_SantaClaraCounty_2020_SwathPoly.shp
IA_NorthCentral_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/IA_NorthCentral_2020_D20/IA_NorthCentral_3_2020/spatial_metadata/USGS/USGS_Swath_Poly/USGS_IA_NorthCentral_3_Swath_Poly.shp
IA_NorthCentral_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/IA_NorthCentral_2020_D20/IA_NorthCentral_1_2020/spatial_metadata/USGS/USGS_IA_NorthCentral_1_2020_SWATH_POLY.shp
IL_8County_B1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/IL_8County_2020_A20/IL_8County_B1_2020/spatial_metadata/USGS/IL_8County_B1_2020_Swath_Polygon.shp
MN_GoodhueCo_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/MN_GoodhueCounty_2020_A20/MN_GoodhueCo_1_2020/spatial_metadata/USGS/USGS_MN_GoodhueCo_1_2020_Swath_Poly.shp
MO_FEMANRCS_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/MO_FEMANRCS_2020_D20/MO_FEMANRCS_2_2020/spatial_metadata/USGS/USGS_MO_FEMA_2_2020_Swath_Poly.shp
AK_GlacierBay_4_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/AK_GlacierBay_2019_B19/AK_GlacierBay_4_2019/spatial_metadata/USGS/USGS_AK_GlacierBay_B4_2020_Swath_Poly.shp
MO_FEMANRCS_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/MO_FEMANRCS_2020_D20/MO_FEMANRCS_3_2020/spatial_metadata/USGS/USGS_MO_FEMANRCS_3_2020_SWATH_POLY.shp
SD_EasternSD_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/SD_EasternSD_2020_B20/SD_EasternSD_3_2020/spatial_metadata/USGS/USGS_SD_EasternSD_3_2020_Swath_Poly.shp
WA_PierceCounty_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_PierceCounty_2020_A20/WA_PierceCounty_1_2020/spatial_metadata/USGS/USGS_WA_PierceCounty_1_2020_Swath_Poly.shp
WI_8County_Sauk_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_8County_2020_A20/WI_8County_Sauk_2020/spatial_metadata/USGS/USGS_WI_8County_Sauk_2020_Swath_Poly/USGS_WI_8County_Sauk_2020_Swath_Poly.shp
WI_8County_Columbia_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_8County_2020_A20/WI_8County_Columbia_2020/spatial_metadata/USGS/USGS_WI_8County_Columbia_2020_Swath_Poly/USGS_WI_8County_Columbia_2020_Swath_Poly.shp
IA_SouthCentral_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/IA_SouthCentral_2020_D20/IA_SouthCentral_1_2020/spatial_metadata/USGS/USGS_IA_SouthCentral_1_2020_SWATH_POLYGON.shp
MO_FEMANRCS_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/MO_FEMANRCS_2020_D20/MO_FEMANRCS_1_2020/spatial_metadata/USGS/USGS_MO_FEMANRCS_1_2020_Swath_Poly.shp
IA_NorthCentral_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/IA_NorthCentral_2020_D20/IA_NorthCentral_2_2020/spatial_metadata/USGS/USGS_IA_NorthCentral_2_2020_SwathPoly/USGS_IA_NorthCentral_2_2020_SwathPoly.shp
WI_8County_Vernon_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_8County_2020_A20/WI_8County_Vernon_2020/spatial_metadata/USGS/USGS_WI_8County_Vernon_2020_Swath_Poly/USGS_WI_8County_Vernon_2020_Swath_Poly.shp
SD_EasternSD_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/SD_EasternSD_2020_B20/SD_EasternSD_1_2020/spatial_metadata/USGS/USGS_SD_EasternSD_1_2020_Swath_Poly/USGS_SD_EasternSD_1_2020_Swath_Poly/USGS_SD_EasternSD_1_2020_Swath_Poly.shp
WI_8County_Grant_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_8County_2020_A20/WI_8County_Grant_2020/spatial_metadata/USGS/USGS_WI_8County_Grant_2020_SWATH_POLY.shp
MI_FEMA_Alpena_Montmorency_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/MI_FEMA_2019_C19/MI_FEMA_Alpena_Montmorency_2019/spatial_metadata/USGS/USGS_MI_FEMA_Alpena_Montmorency_2019_Swath_Poly.shp
PA_WesternPA_3_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/PA_WesternPA_2019_D20/PA_WesternPA_3_2019/spatial_metadata/USGS/USGS_PA_WesternPA_3_2019_SwathPoly.shp
WI_8County_Menominee_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_8County_2020_A20/WI_8County_Menominee_2020/spatial_metadata/USGS/USGS_WI_8County_Menominee_2020_Swath_Poly.shp
UT_StatewideNCentral_4_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_StatewideNCentral_2020_A20/UT_StatewideNCentral_4_2020/spatial_metadata/USGS/USGS_UT_StatewideNCentral_4_2020_Swath_Poly/USGS_UT_StatewideNCentral_4_2020_Swath_Poly.shp
UT_StatewideNCentral_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_StatewideNCentral_2020_A20/UT_StatewideNCentral_3_2020/spatial_metadata/USGS/USGS_UT_SNC_3_Swath_Poly/QL2_UTM11_Swath.shp
UT_StatewideNCentral_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_StatewideNCentral_2020_A20/UT_StatewideNCentral_1_2020/spatial_metadata/USGS/USGS_UT_StatewideNCentral_1_2020_Swath_Poly.shp
WI_8County_Chippewa_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_8County_2020_A20/WI_8County_Chippewa_2020/spatial_metadata/USGS/USGS_WI_8County_Chippewa_2020_Swath_Poly/USGS_WI_8County_Chippewa_2020_Swath_Poly.shp
UT_StatewideSouth_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_StatewideSouth_2020_A20/UT_StatewideSouth_1_2020/spatial_metadata/USGS/USGS_UT_Statewidesouth_1_swath_poly.shp
NY_FingerLakes_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NY_FingerLakes_2020_A20/NY_FingerLakes_1_2020/spatial_metadata/USGS/USGS_NY_FingerLakes_1_2020_SWATH_POLY.shp
MI_FEMA_Dickinson_Iron_Menominee_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/MI_FEMA_2019_C19/MI_FEMA_Dickinson_Iron_Menominee_2019/spatial_metadata/USGS/USGS_Swath_Poly/USGS_MIFEMA_Dickinson_Iron_Menominee_2019_Swath_Poly.shp
WI_Ashland_4_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_AshlandIronFlorence_2019_D19/WI_Ashland_4_2019/spatial_metadata/USGS/USGS_WI_Ashland_4_2019_Swath_Poly.shp
UT_StatewideSouth_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_StatewideSouth_2020_A20/UT_StatewideSouth_3_2020/spatial_metadata/USGS/USGS_UT_StatewideSouth_3_2020_SWATHPOLY.shp
WI_Brown_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_BrownRusk_2020_B20/WI_Brown_2_2020/spatial_metadata/USGS/USGS_WI_Brown_2_2020_Swath_Poly/USGS_WI_Brown_2_2020_Swath_Poly.shp
UT_StatewideSouth_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_StatewideSouth_2020_A20/UT_StatewideSouth_2_2020/spatial_metadata/USGS/USGS_UT_StatewideSouth_2_2020_Swath_Poly/USGS_UT_StatewideSouth_2_2020_Swath_Poly.shp
OR_OLCMetro_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_OLCMetro_2019_A19/OR_OLCMetro_2019/spatial_metadata/USGS/USGS_OR_OLCMetro_2019_Swath_Poly/USGS_OR_OLCMetro_2019_Swath_Poly.shp
